number,title,createdAt,mergedAt,additions,deletions,changedFiles,url
"4788","fix(build-studio): say why a build cannot advance, in the owner's language (BI-C5D978E9)","2026-08-28T04:47:03Z","2026-08-28T05:11:43Z","131","1","3","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4788"
"4787","feat(mcp): OAuth 2.1 self-authentication for the MCP transport (BI-E4DFDCB0)","2026-08-28T04:00:14Z","2026-08-28T19:05:12Z","5254","46","47","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4787"
"4786","fix(review): bind immutable reader arguments (BI-SIG-463E478D)","2026-08-28T03:25:10Z","2026-08-28T03:45:50Z","1419","165","13","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4786"
"4785","fix(local-ci): stop waiting on an executor that is gone (BI-40230C6F)","2026-08-28T03:24:14Z","2026-08-28T03:44:48Z","144","0","4","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4785"
"4784","feat: bind a worktree to a Workroom at creation, reconcile the rest, and enforce the claim","2026-08-28T02:39:19Z","2026-08-28T03:43:21Z","718","5","11","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4784"
"4783","fix(build-studio): an unreviewable design is not a rejected one (BI-D33F968A)","2026-08-28T02:21:32Z","2026-08-28T02:41:58Z","79","12","6","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4783"
"4782","fix: resume external tasks after provider capacity (BI-42CE2CE7)","2026-08-28T02:15:24Z","2026-08-28T11:58:47Z","1715","328","9","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4782"
"4780","feat(identity): serve the directory — projection, LDAP, and Principal as the authentication root (EP-24741BBF)","2026-08-28T01:07:48Z","2026-08-28T01:38:02Z","2704","64","22","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4780"
"4779","fix(security): SOC console counts open detections all-time, matching open cases (BI-7D1EC4B9)","2026-08-28T00:44:12Z","2026-08-28T01:04:58Z","6","3","2","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4779"
"4778","fix(compliance): a stale scan reads stale, not green (BI-DA37A602)","2026-08-28T00:19:53Z","2026-08-28T01:03:23Z","114","15","4","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4778"
"4777","feat: consolidate platform SBOM currency (BI-7D2C4F02)","2026-08-28T00:17:32Z","2026-08-28T06:28:25Z","1720","984","55","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4777"
"4776","fix(work-case): surface the capsule's activity journal in the room feed (BI-1CF7B600)","2026-08-27T23:58:06Z","2026-08-28T01:18:30Z","127","4","3","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4776"
"4775","fix(release): re-pin hwdsl2/whisper-server to the current registry digest","2026-08-27T23:54:39Z","2026-08-28T04:49:25Z","4","4","2","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4775"
"4774","fix(storefront): software-platform archetype gets its own item vocabulary (BI-35753C53)","2026-08-27T23:43:35Z","2026-08-28T01:07:19Z","37","0","2","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4774"
"4773","fix(proactivity): make every self-task coworker reachable from the roster (BI-B05E5D30)","2026-08-27T23:39:19Z","2026-08-28T00:00:30Z","120","5","2","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4773"
"4772","feat(bookkeeping): seed the standing weekly cycle — the framework's initial use (BI-DC738330)","2026-08-27T23:30:12Z","2026-08-28T01:03:23Z","226","3","6","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4772"
"4771","fix(work-case): the list and the room derive one state (BI-2310EEE1)","2026-08-27T23:17:18Z","2026-08-27T23:38:14Z","111","3","2","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4771"
"4770","feat(scheduled-jobs): say why a coworker task runs at the cadence it runs at","2026-08-27T22:41:59Z","2026-08-27T23:50:51Z","202","2","5","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4770"
"4769","feat(workforce): let an archetype declare its own worker classes and work locations (BI-A30152B6)","2026-08-27T21:57:53Z","2026-08-27T22:43:02Z","443","4","10","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4769"
"4768","fix(attention): work that is not the owner's must not fill the owner's inbox (BI-79E207B9)","2026-08-27T21:41:16Z","2026-08-27T22:03:16Z","177","8","9","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4768"
"4767","fix(calendar): the business calendar must show the create control its link promises (BI-460BFA84)","2026-08-27T21:08:12Z","2026-08-27T21:29:22Z","160","2","6","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4767"
"4766","fix(twin): the value stream must not promise destinations it does not have (BI-AF50DBD5)","2026-08-27T20:51:51Z","2026-08-27T21:15:21Z","203","23","8","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4766"
"4765","fix(storefront): an animal's details must be correctable, and Delete must ask (BI-56BB6038)","2026-08-27T20:34:43Z","2026-08-27T21:15:21Z","339","22","4","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4765"
"4764","fix(storefront): no inbound channel may require a donation (BI-7F851119)","2026-08-27T20:17:39Z","2026-08-27T21:17:35Z","183","17","7","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4764"
"4763","doc(archetype-audit): score whether the day can be done, not only whether the model exists","2026-08-27T15:23:45Z","2026-08-27T17:22:05Z","308","7","3","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4763"
"4762","fix(routing): stop reporting every Gemini model as text-only (BI-7C957749)","2026-08-27T10:40:51Z","2026-08-27T17:21:49Z","181","2","3","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4762"
"4761","fix(build-studio): a phase-gate refusal is a value, not a thrown error (BI-04B112CA)","2026-08-27T10:28:29Z","2026-08-27T10:54:09Z","13","14","2","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4761"
"4760","feat(brand): make the brand record reachable by generation (BI-7E7E8635)","2026-08-27T09:36:33Z","2026-08-27T09:59:28Z","259","0","3","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4760"
"4759","feat(marketing): give marketing strategy grounding a write path (BI-06BB96F0)","2026-08-27T09:16:55Z","2026-08-27T10:32:18Z","541","8","9","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4759"
"4758","fix(build-studio): waiting on the owner is not the platform going quiet (BI-C35F1FED)","2026-08-27T08:40:47Z","2026-08-27T09:04:07Z","85","5","4","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4758"
"4757","feat(marketing): give the marketing coworker a proactivity family (BI-C26FE785)","2026-08-27T08:25:33Z","2026-08-27T09:28:19Z","272","21","8","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4757"
"4756","test(edge): pin the planned edge install targets before provisioning touches them","2026-08-27T07:12:20Z","2026-08-27T07:36:40Z","163","0","1","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4756"
"4755","feat(mcp): let external agents act as a coworker so they can join Work Rooms (BI-B986A18B)","2026-08-27T07:11:14Z","2026-08-27T09:21:04Z","1279","37","20","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4755"
"4754","fix(build-studio): a plan retry must not re-ask the endpoint that just failed (BI-7AD0759A)","2026-08-27T06:34:56Z","2026-08-27T06:57:34Z","116","3","3","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4754"
"4753","fix: a partial node_modules must not block a worktree from ever gating","2026-08-27T06:12:20Z","2026-08-27T07:09:56Z","94","6","3","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4753"
"4752","feat(ci): guard the import closure of every Dockerfile-copied script (BI-9B490215)","2026-08-27T06:01:35Z","2026-08-27T06:19:14Z","363","0","3","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4752"
"4751","feat: guard that work on a feature branch is covered by a Workroom claim","2026-08-27T05:44:58Z","2026-08-27T08:23:13Z","684","3","10","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4751"
"4750","fix: converge the pre-push gate at session start, not only at install","2026-08-27T04:43:49Z","2026-08-27T05:06:10Z","569","40","9","https://github.com/OpenDigitalProductFactory/opendigitalproductfactory/pull/4750"
